Price,Close,High,Low,Open,Volume
Ticker,NFLX,NFLX,NFLX,NFLX,NFLX
Date,,,,,
2021-09-30,610.3400268554688,619.0,608.0499877929688,608.0499877929688,6612600
2021-10-01,613.1500244140625,614.989990234375,597.510009765625,604.239990234375,4090800
2021-10-04,603.3499755859375,626.1300048828125,594.6799926757812,613.3900146484375,4995900
2021-10-05,634.8099975585938,640.3900146484375,606.8900146484375,606.9400024414062,9534300
2021-10-06,639.0999755859375,639.8699951171875,626.3599853515625,628.1799926757812,4580400
2021-10-07,631.8499755859375,646.8400268554688,630.4500122070312,642.22998046875,3556900
2021-10-08,632.6599731445312,643.7999877929688,630.8599853515625,634.1699829101562,3272100
2021-10-11,627.0399780273438,639.4199829101562,626.780029296875,633.2000122070312,2862500
2021-10-12,624.9400024414062,637.6599731445312,621.989990234375,633.02001953125,3227300
2021-10-13,629.760009765625,632.1799926757812,622.0999755859375,632.1799926757812,2420300
2021-10-14,633.7999877929688,636.8800048828125,626.7899780273438,632.22998046875,2671700
2021-10-15,628.2899780273438,639.4199829101562,625.1599731445312,638.0,4116900
2021-10-18,637.969970703125,638.4099731445312,620.5900268554688,632.0999755859375,4669100
2021-10-19,639.0,641.0,632.2999877929688,636.969970703125,7633100
2021-10-20,625.1400146484375,637.4000244140625,617.1500244140625,625.5700073242188,10622000
2021-10-21,653.1599731445312,654.010009765625,628.6500244140625,628.8900146484375,8437100
2021-10-22,664.780029296875,665.4600219726562,651.8099975585938,651.8099975585938,6186000
2021-10-25,671.6599731445312,675.8800048828125,657.0700073242188,663.739990234375,3833500
2021-10-26,668.52001953125,676.489990234375,662.77001953125,673.760009765625,2904800
2021-10-27,662.9199829101562,671.4099731445312,661.8499755859375,669.0,2276900
2021-10-28,674.0499877929688,676.7999877929688,668.030029296875,670.9500122070312,2859400
2021-10-29,690.3099975585938,690.969970703125,671.239990234375,673.0599975585938,3825300
2021-11-01,681.1699829101562,689.969970703125,676.5399780273438,689.0599975585938,3110900
2021-11-02,677.719970703125,687.6799926757812,673.8200073242188,683.1099853515625,3888600
2021-11-03,688.2899780273438,689.3900146484375,677.27001953125,677.27001953125,2334900
2021-11-04,668.4000244140625,685.9400024414062,665.5,685.8900146484375,4865000
2021-11-05,645.719970703125,665.6400146484375,645.010009765625,663.969970703125,5283500
2021-11-08,651.4500122070312,656.0,643.7899780273438,650.2899780273438,2887500
2021-11-09,655.989990234375,660.5,650.52001953125,653.7000122070312,2415600
2021-11-10,646.9099731445312,660.3300170898438,642.1099853515625,653.010009765625,2405800
2021-11-11,657.5800170898438,665.8200073242188,649.7100219726562,650.239990234375,2868300
2021-11-12,682.6099853515625,683.3400268554688,653.8200073242188,660.010009765625,4198400
2021-11-15,679.3300170898438,685.260009765625,671.489990234375,681.239990234375,2872200
2021-11-16,687.4000244140625,688.3599853515625,676.9000244140625,678.27001953125,2077400
2021-11-17,691.6900024414062,700.989990234375,686.0900268554688,690.0,2732800
2021-11-18,682.02001953125,691.739990234375,679.739990234375,691.6099853515625,2012900
2021-11-19,678.7999877929688,694.1599731445312,675.0,692.3499755859375,2613700
2021-11-22,659.2000122070312,679.47998046875,656.469970703125,676.02001953125,2764400
